meta_prompt,vanilla_prompt,n1,obj1,n2,obj2,synthetic_prompt
"In one sentence, Describe a real scene about 5 vase and 5 bottle.",5 vase and 5 bottle,5,vase,5,bottle,five vases and five bottles are arranged in an aesthetically pleasing way on a shelf in a room.
"In one sentence, Describe a real scene about 5 skateboard and 5 parking meter.",5 skateboard and 5 parking meter,5,skateboard,5,parking meter,five skateboarders are cruising around a street lined with five parking meters.
"In one sentence, Describe a real scene about 4 umbrella and 5 dog.",4 umbrella and 5 dog,4,umbrella,5,dog,four people with umbrellas walking five dogs in the rain.
"In one sentence, Describe a real scene about 4 motorcycle and 4 wine glass.",4 motorcycle and 4 wine glass,4,motorcycle,4,wine glass,four motorcyclists are enjoying four glasses of wine around a campfire.
"In one sentence, Describe a real scene about 5 bus and 4 snowboard.",5 bus and 4 snowboard,5,bus,4,snowboard,five busses are parked in the parking lot while four snowboarders are riding down the nearby slopes.
"In one sentence, Describe a real scene about 4 tv and 4 backpack.",4 tv and 4 backpack,4,tv,4,backpack,"four people sitting around a living room, each with a backpack next to them and a tv in front of them."
"In one sentence, Describe a real scene about 5 train and 5 boat.",5 train and 5 boat,5,train,5,boat,"five trains and five boats are chugging and chuffing along the river, creating a cacophony of noise in the otherwise peaceful countryside."
"In one sentence, Describe a real scene about 5 chair and 5 chair.",5 chair and 5 chair,5,chair,5,chair,"five chairs are arranged in a circle around a table, each chair occupied by a person."
"In one sentence, Describe a real scene about 4 train and 4 orange.",4 train and 4 orange,4,train,4,orange,"four orange trains are chugging along the tracks, each with an orange car at the front."
"In one sentence, Describe a real scene about 5 knife and 5 orange.",5 knife and 5 orange,5,knife,5,orange,"five knives are arranged in a circle around five oranges, which are evenly spaced out in the center."
"In one sentence, Describe a real scene about 5 bear and 4 baseball bat.",5 bear and 4 baseball bat,5,bear,4,baseball bat,"five bears are gathered around four baseball bats, batting them around and playing with them."
"In one sentence, Describe a real scene about 5 airplane and 5 tv.",5 airplane and 5 tv,5,airplane,5,tv,five airplanes can be seen flying in the sky while five tvs are playing various programs in the background.
"In one sentence, Describe a real scene about 5 traffic light and 5 boat.",5 traffic light and 5 boat,5,traffic light,5,boat,five traffic lights are illuminating the intersection while five boats sail peacefully in the nearby harbor.
"In one sentence, Describe a real scene about 5 tie and 4 laptop.",5 tie and 4 laptop,5,tie,4,laptop,"five people are sitting around a table with four laptops open, each person wearing a tie."
"In one sentence, Describe a real scene about 4 toothbrush and 4 cow.",4 toothbrush and 4 cow,4,toothbrush,4,cow,four toothbrushes are lined up in a row next to four cows grazing in a pasture.
"In one sentence, Describe a real scene about 4 airplane and 5 bear.",4 airplane and 5 bear,4,airplane,5,bear,four airplanes are flying in the sky above a forest where five bears are playing on the ground.
"In one sentence, Describe a real scene about 4 toilet and 5 oven.",4 toilet and 5 oven,4,toilet,5,oven,four toilets and five ovens are lined up side-by-side in a row in a kitchen.
"In one sentence, Describe a real scene about 5 bear and 4 toaster.",5 bear and 4 toaster,5,bear,4,toaster,"five bears are gathered around four toasters, eagerly awaiting the smell of freshly-toasted bread."
"In one sentence, Describe a real scene about 5 hair drier and 5 skis.",5 hair drier and 5 skis,5,hair drier,5,skis,"five people are standing in a ski shop, each holding a hair dryer in one hand and a pair of skis in the other."
"In one sentence, Describe a real scene about 4 wine glass and 4 refrigerator.",4 wine glass and 4 refrigerator,4,wine glass,4,refrigerator,four wine glasses filled with various wines sit atop a stainless steel refrigerator in a modern kitchen.
"In one sentence, Describe a real scene about 5 giraffe and 5 boat.",5 giraffe and 5 boat,5,giraffe,5,boat,five giraffes standing on the shore of a lake looking curiously at five boats bobbing in the water.
"In one sentence, Describe a real scene about 5 train and 5 bed.",5 train and 5 bed,5,train,5,bed,five trains are lined up on the tracks and five beds are arranged in a neat row in a bedroom.
"In one sentence, Describe a real scene about 4 teddy bear and 4 cow.",4 teddy bear and 4 cow,4,teddy bear,4,cow,"four teddy bears and four cows are gathered around a picnic blanket, enjoying a sunny day in the park."
"In one sentence, Describe a real scene about 4 cat and 5 wine glass.",4 cat and 5 wine glass,4,cat,5,wine glass,four cats curiously sniffing around five wine glasses sitting on a table.
"In one sentence, Describe a real scene about 5 donut and 5 sandwich.",5 donut and 5 sandwich,5,donut,5,sandwich,"five donuts and five sandwiches are laid out on a table, ready to be enjoyed by a group of hungry friends."
"In one sentence, Describe a real scene about 5 mouse and 4 mouse.",5 mouse and 4 mouse,5,mouse,4,mouse,"five mice scurrying around a kitchen floor, being chased by four other mice."
"In one sentence, Describe a real scene about 4 remote and 5 tv.",4 remote and 5 tv,4,remote,5,tv,"four people are sitting around a living room, each with their own laptop, while five tvs are playing different shows in the background."
"In one sentence, Describe a real scene about 5 remote and 5 cat.",5 remote and 5 cat,5,remote,5,cat,"five remote cats are sitting on the couch, while five cats are playing with their toys around the room."
"In one sentence, Describe a real scene about 5 snowboard and 5 tie.",5 snowboard and 5 tie,5,snowboard,5,tie,five snowboarders are enjoying a day of snowboarding on a snowy mountain while five others are tying their snowboards to the roof of their cars in preparation to leave.
"In one sentence, Describe a real scene about 5 suitcase and 5 scissors.",5 suitcase and 5 scissors,5,suitcase,5,scissors,five suitcases and five scissors were scattered across the floor of a busy airport terminal.
"In one sentence, Describe a real scene about 4 sink and 4 giraffe.",4 sink and 4 giraffe,4,sink,4,giraffe,"four giraffes are standing around four sinks, drinking from them and looking curiously at the humans nearby."
"In one sentence, Describe a real scene about 5 handbag and 5 oven.",5 handbag and 5 oven,5,handbag,5,oven,"five handbags and five ovens are lined up side-by-side in a store, with shoppers browsing and comparing the different models."
"In one sentence, Describe a real scene about 4 book and 4 train.",4 book and 4 train,4,book,4,train,"four books are sitting on a train station bench, while four trains rumble by in the distance."
"In one sentence, Describe a real scene about 4 teddy bear and 5 donut.",4 teddy bear and 5 donut,4,teddy bear,5,donut,"four teddy bears are gathered around five donuts, eagerly waiting to take a bite."
"In one sentence, Describe a real scene about 5 keyboard and 5 chair.",5 keyboard and 5 chair,5,keyboard,5,chair,"five keyboards and five chairs are arranged in a neat row in a classroom, ready for students to use."
"In one sentence, Describe a real scene about 4 dog and 5 tie.",4 dog and 5 tie,4,dog,5,tie,"four dogs are running around a park wearing colorful ties, with five more ties lying on the grass."
"In one sentence, Describe a real scene about 5 hair drier and 4 toothbrush.",5 hair drier and 4 toothbrush,5,hair drier,4,toothbrush,five people are using hair dryers while four people are brushing their teeth with toothbrushes.
"In one sentence, Describe a real scene about 5 cake and 5 boat.",5 cake and 5 boat,5,cake,5,boat,"five cakes and five boats are floating in a lake, with the cakes being held up by the boats."
"In one sentence, Describe a real scene about 4 mouse and 4 cat.",4 mouse and 4 cat,4,mouse,4,cat,"four cats and four mice chase each other around the room, creating a chaotic scene of fur and squeaks."
"In one sentence, Describe a real scene about 4 cow and 4 sink.",4 cow and 4 sink,4,cow,4,sink,"four cows are standing around four sinks filled with fresh, cool water, enjoying a drink."
"In one sentence, Describe a real scene about 5 spoon and 4 spoon.",5 spoon and 4 spoon,5,spoon,4,spoon,there are five spoons and four spoons arranged on a kitchen countertop.
"In one sentence, Describe a real scene about 5 remote and 5 boat.",5 remote and 5 boat,5,remote,5,boat,"five remote-controlled boats are racing around a lake, while five other boats are being paddled by their owners nearby."
"In one sentence, Describe a real scene about 5 sandwich and 5 traffic light.",5 sandwich and 5 traffic light,5,sandwich,5,traffic light,"five people are standing at a busy intersection, each holding a sandwich, and waiting for the five traffic lights to turn green."
"In one sentence, Describe a real scene about 4 horse and 5 parking meter.",4 horse and 5 parking meter,4,horse,5,parking meter,four horses are standing near five parking meters in a quiet parking lot.
"In one sentence, Describe a real scene about 4 traffic light and 5 donut.",4 traffic light and 5 donut,4,traffic light,5,donut,"four traffic lights are lined up in a row, and five colorful donuts are sitting on a plate next to them."
"In one sentence, Describe a real scene about 4 person and 4 bear.",4 person and 4 bear,4,person,4,bear,"four people and four bears are gathered around a picnic table in a grassy meadow, enjoying a meal together."
"In one sentence, Describe a real scene about 4 pizza and 4 zebra.",4 pizza and 4 zebra,4,pizza,4,zebra,"four pizzas and four zebras are standing in a grassy field, the zebras grazing and the pizzas looking delicious."
"In one sentence, Describe a real scene about 5 toothbrush and 4 tie.",5 toothbrush and 4 tie,5,toothbrush,4,tie,five toothbrushes and four ties are laid out on a bathroom countertop.
"In one sentence, Describe a real scene about 5 hair drier and 5 giraffe.",5 hair drier and 5 giraffe,5,hair drier,5,giraffe,"five giraffes are standing in a line in the middle of a room, each with a hair drier blowing on its neck."
"In one sentence, Describe a real scene about 4 tennis racket and 4 surfboard.",4 tennis racket and 4 surfboard,4,tennis racket,4,surfboard,four people are playing tennis with four rackets and then afterwards they all go surfing with four surfboards.
"In one sentence, Describe a real scene about 4 train and 5 surfboard.",4 train and 5 surfboard,4,train,5,surfboard,"four people are standing on a beach with five surfboards, waiting for a train to arrive so they can take a surfing trip."
"In one sentence, Describe a real scene about 5 broccoli and 5 microwave.",5 broccoli and 5 microwave,5,broccoli,5,microwave,"five heads of broccoli are sitting in a microwave, ready to be cooked for a delicious and healthy meal."
"In one sentence, Describe a real scene about 5 bus and 5 mouse.",5 bus and 5 mouse,5,bus,5,mouse,five buses and five mice scurrying around them in a busy parking lot.
"In one sentence, Describe a real scene about 5 toilet and 5 broccoli.",5 toilet and 5 broccoli,5,toilet,5,broccoli,"five people are standing in a bathroom, each holding a toilet in one hand and a broccoli in the other."
"In one sentence, Describe a real scene about 4 refrigerator and 4 zebra.",4 refrigerator and 4 zebra,4,refrigerator,4,zebra,"four zebra are standing around four refrigerators in a field, looking curiously at the strange objects."
"In one sentence, Describe a real scene about 5 train and 5 oven.",5 train and 5 oven,5,train,5,oven,"five trains are lined up in a row with five ovens placed in front of them, ready to be loaded with food for transport."
"In one sentence, Describe a real scene about 5 car and 4 zebra.",5 car and 4 zebra,5,car,4,zebra,"five cars are driving in a line on a road, while four zebras are crossing it in the opposite direction."
"In one sentence, Describe a real scene about 5 cell phone and 4 spoon.",5 cell phone and 4 spoon,5,cell phone,4,spoon,"five people are sitting around a table, each with a cell phone in hand and four spoons laid out in the center."
"In one sentence, Describe a real scene about 4 cow and 5 cup.",4 cow and 5 cup,4,cow,5,cup,"four cows are standing in a field, while five cups are sitting on a picnic table nearby."
"In one sentence, Describe a real scene about 5 giraffe and 4 laptop.",5 giraffe and 4 laptop,5,giraffe,4,laptop,"five giraffes are standing around four laptops, which are open and displaying brightly-colored screens."
"In one sentence, Describe a real scene about 5 skis and 4 frisbee.",5 skis and 4 frisbee,5,skis,4,frisbee,five people skiing down a hill while four others play frisbee nearby.
"In one sentence, Describe a real scene about 5 baseball bat and 5 bench.",5 baseball bat and 5 bench,5,baseball bat,5,bench,"five baseball bats and five benches are arranged in a neat row on a grassy field, ready for a game of baseball."
"In one sentence, Describe a real scene about 4 horse and 4 cat.",4 horse and 4 cat,4,horse,4,cat,four horses and four cats are peacefully grazing in a grassy meadow on a sunny day.
"In one sentence, Describe a real scene about 5 snowboard and 4 bowl.",5 snowboard and 4 bowl,5,snowboard,4,bowl,"five snowboarders and four bowlers are enjoying a day on the slopes together, laughing and having a great time."
"In one sentence, Describe a real scene about 4 broccoli and 4 baseball glove.",4 broccoli and 4 baseball glove,4,broccoli,4,baseball glove,"four broccoli stalks are lined up on the ground next to four baseball gloves, ready for a game of veggie catch."
"In one sentence, Describe a real scene about 5 couch and 5 toilet.",5 couch and 5 toilet,5,couch,5,toilet,five couches are arranged in a circle around five toilets in a large bathroom.
"In one sentence, Describe a real scene about 5 laptop and 4 donut.",5 laptop and 4 donut,5,laptop,4,donut,"five people are sitting around a table with their laptops, enjoying four freshly-baked donuts."
"In one sentence, Describe a real scene about 4 chair and 4 sports ball.",4 chair and 4 sports ball,4,chair,4,sports ball,"four chairs are arranged in a circle around four sports balls, ready for a game of catch."
"In one sentence, Describe a real scene about 4 mouse and 5 bear.",4 mouse and 5 bear,4,mouse,5,bear,four mice scurry around a clearing while five bears watch curiously from the edge of the forest.
"In one sentence, Describe a real scene about 5 broccoli and 5 refrigerator.",5 broccoli and 5 refrigerator,5,broccoli,5,refrigerator,"five heads of broccoli are sitting in a refrigerator, next to five other items already inside."
"In one sentence, Describe a real scene about 4 sink and 5 sheep.",4 sink and 5 sheep,4,sink,5,sheep,"four sinks are lined up in a row, and five sheep are standing in front of them, drinking from them."
"In one sentence, Describe a real scene about 5 cell phone and 4 keyboard.",5 cell phone and 4 keyboard,5,cell phone,4,keyboard,"five people are sitting around a table, each with a cell phone in their hand and a keyboard in front of them."
"In one sentence, Describe a real scene about 5 airplane and 5 tennis racket.",5 airplane and 5 tennis racket,5,airplane,5,tennis racket,five airplanes are flying in the sky while five tennis rackets lay on the ground below.
"In one sentence, Describe a real scene about 4 fork and 4 baseball glove.",4 fork and 4 baseball glove,4,fork,4,baseball glove,"four people are sitting around a picnic table, each with a fork in one hand and a baseball glove in the other."
"In one sentence, Describe a real scene about 4 bicycle and 4 motorcycle.",4 bicycle and 4 motorcycle,4,bicycle,4,motorcycle,"four motorcycles and four bicycles are parked side-by-side in a parking lot, their riders chatting and laughing."
"In one sentence, Describe a real scene about 4 bed and 5 sandwich.",4 bed and 5 sandwich,4,bed,5,sandwich,four beds are arranged in a row with five sandwiches placed on top of them.
"In one sentence, Describe a real scene about 5 hair drier and 4 cell phone.",5 hair drier and 4 cell phone,5,hair drier,4,cell phone,five people are using hair driers while four others are talking on their cell phones in a beauty salon.
"In one sentence, Describe a real scene about 4 hot dog and 5 tv.",4 hot dog and 5 tv,4,hot dog,5,tv,four people are gathered around a table eating hot dogs and watching five tvs showing different shows.
"In one sentence, Describe a real scene about 4 apple and 5 frisbee.",4 apple and 5 frisbee,4,apple,5,frisbee,four people are playing frisbee with five frisbees while eating apples.
"In one sentence, Describe a real scene about 5 remote and 5 orange.",5 remote and 5 orange,5,remote,5,orange,5 remote controls and 5 oranges are sitting on a brown wooden table in a living room.
"In one sentence, Describe a real scene about 4 couch and 5 umbrella.",4 couch and 5 umbrella,4,couch,5,umbrella,"four couches and five umbrellas are arranged on a sunny patio, providing a comfortable spot to enjoy the weather."
"In one sentence, Describe a real scene about 4 tennis racket and 5 donut.",4 tennis racket and 5 donut,4,tennis racket,5,donut,"four tennis rackets are lying on a table next to five delicious donuts, tempting players to take a break from their game."
"In one sentence, Describe a real scene about 4 cat and 4 toothbrush.",4 cat and 4 toothbrush,4,cat,4,toothbrush,"four cats are running around the bathroom, swatting at four toothbrushes that are scattered across the floor."
"In one sentence, Describe a real scene about 4 elephant and 4 cup.",4 elephant and 4 cup,4,elephant,4,cup,four elephants drinking from four cups filled with water in a grassy meadow.
"In one sentence, Describe a real scene about 4 sports ball and 5 fire hydrant.",4 sports ball and 5 fire hydrant,4,sports ball,5,fire hydrant,"four sports balls are scattered around a fire hydrant, with five other fire hydrants nearby."
"In one sentence, Describe a real scene about 5 kite and 4 toilet.",5 kite and 4 toilet,5,kite,4,toilet,"five colorful kites are flying in the sky above a park, while four toilets stand nearby for anyone who needs them."
"In one sentence, Describe a real scene about 5 cat and 5 car.",5 cat and 5 car,5,cat,5,car,"five cats are sitting atop five parked cars in a parking lot, watching the world go by."
"In one sentence, Describe a real scene about 4 traffic light and 5 hot dog.",4 traffic light and 5 hot dog,4,traffic light,5,hot dog,"four traffic lights are flashing red, yellow, and green while five hot dogs sizzle on a nearby grill."
"In one sentence, Describe a real scene about 4 bowl and 4 book.",4 bowl and 4 book,4,bowl,4,book,"four bowls filled with snacks and four books open on the table, ready for a cozy night of reading and snacking."
"In one sentence, Describe a real scene about 5 knife and 4 cow.",5 knife and 4 cow,5,knife,4,cow,five knives are stuck in the ground around four cows grazing in a meadow.
"In one sentence, Describe a real scene about 5 sandwich and 4 kite.",5 sandwich and 4 kite,5,sandwich,4,kite,"five people are sitting in a park, each eating a sandwich while four colorful kites soar in the sky above them."
"In one sentence, Describe a real scene about 4 bottle and 5 bed.",4 bottle and 5 bed,4,bottle,5,bed,four bottles are sitting on top of a five-bed bunk bed.
"In one sentence, Describe a real scene about 4 toilet and 5 fire hydrant.",4 toilet and 5 fire hydrant,4,toilet,5,fire hydrant,"four toilets and five fire hydrants can be seen in a parking lot, with the hydrants spaced evenly around the perimeter."
"In one sentence, Describe a real scene about 5 donut and 4 skis.",5 donut and 4 skis,5,donut,4,skis,five donuts are lying on the ground next to four skis propped up against a wall.
"In one sentence, Describe a real scene about 5 toothbrush and 5 hair drier.",5 toothbrush and 5 hair drier,5,toothbrush,5,hair drier,five people are in a bathroom brushing their teeth with five different colored toothbrushes while five hair dryers are plugged in and lined up on the counter.
"In one sentence, Describe a real scene about 4 suitcase and 5 bus.",4 suitcase and 5 bus,4,suitcase,5,bus,four suitcases are being loaded onto a bus with five other passengers.
"In one sentence, Describe a real scene about 5 baseball glove and 5 suitcase.",5 baseball glove and 5 suitcase,5,baseball glove,5,suitcase,"five baseball gloves and five suitcases are scattered around the room, creating a chaotic yet homely atmosphere."
"In one sentence, Describe a real scene about 4 orange and 4 baseball bat.",4 orange and 4 baseball bat,4,orange,4,baseball bat,"four orange fruits are lined up on a table next to four baseball bats, ready to be used for a game of baseball."
"In one sentence, Describe a real scene about 4 couch and 5 elephant.",4 couch and 5 elephant,4,couch,5,elephant,"five elephants are standing around four couches in a living room, looking curiously at the people sitting on them."
"In one sentence, Describe a real scene about 5 bench and 4 clock.",5 bench and 4 clock,5,bench,4,clock,five benches are lined up in a row in front of four clocks ticking away on the wall.
"In one sentence, Describe a real scene about 5 bed and 5 carrot.",5 bed and 5 carrot,5,bed,5,carrot,"five beds are lined up in a row, each with five carrots neatly arranged on top."
"In one sentence, Describe a real scene about 4 clock and 4 teddy bear.",4 clock and 4 teddy bear,4,clock,4,teddy bear,four clocks are ticking away while four teddy bears sit cuddled up together on a bed.
"In one sentence, Describe a real scene about 5 cake and 5 car.",5 cake and 5 car,5,cake,5,car,five cakes are sitting on top of five cars in a parking lot.
"In one sentence, Describe a real scene about 5 tv and 4 laptop.",5 tv and 4 laptop,5,tv,4,laptop,"five people are sitting around a living room, each using a laptop or watching a different tv show."
"In one sentence, Describe a real scene about 4 vase and 4 boat.",4 vase and 4 boat,4,vase,4,boat,four vases filled with colorful flowers are arranged around a table with four small wooden boats floating in a nearby basin.
"In one sentence, Describe a real scene about 5 teddy bear and 5 microwave.",5 teddy bear and 5 microwave,5,teddy bear,5,microwave,"five teddy bears are gathered around a kitchen counter with five microwaves, eagerly awaiting their snack to be heated up."
"In one sentence, Describe a real scene about 4 mouse and 4 donut.",4 mouse and 4 donut,4,mouse,4,donut,four mice happily munching on four delicious donuts in a cozy kitchen.
"In one sentence, Describe a real scene about 4 dog and 5 snowboard.",4 dog and 5 snowboard,4,dog,5,snowboard,"four dogs are running around in the snow, while five people are snowboarding down the nearby hill."
"In one sentence, Describe a real scene about 4 skis and 4 surfboard.",4 skis and 4 surfboard,4,skis,4,surfboard,"four people are standing on a beach, each holding a ski in one hand and a surfboard in the other."
"In one sentence, Describe a real scene about 4 cake and 4 knife.",4 cake and 4 knife,4,cake,4,knife,"four cakes are sitting on a table with four knives beside them, waiting to be cut and enjoyed."
"In one sentence, Describe a real scene about 5 microwave and 5 refrigerator.",5 microwave and 5 refrigerator,5,microwave,5,refrigerator,"five microwaves and five refrigerators are lined up in a neat row in a kitchen, ready to be used."
"In one sentence, Describe a real scene about 5 pizza and 4 handbag.",5 pizza and 4 handbag,5,pizza,4,handbag,"five pizzas and four handbags are sitting on a kitchen table, ready to be enjoyed by their owners."
"In one sentence, Describe a real scene about 5 bird and 4 hot dog.",5 bird and 4 hot dog,5,bird,4,hot dog,"five birds are perched atop a hot dog stand, curiously eyeing the four steaming hot dogs inside."
"In one sentence, Describe a real scene about 4 person and 5 kite.",4 person and 5 kite,4,person,5,kite,"four people are standing in a park, each holding a colorful kite and laughing as they try to get them to fly in the wind."
"In one sentence, Describe a real scene about 4 vase and 5 baseball glove.",4 vase and 5 baseball glove,4,vase,5,baseball glove,"four vases of different colors and sizes are arranged in a row on a shelf, with five baseball gloves of various colors and sizes placed beneath them."
"In one sentence, Describe a real scene about 4 spoon and 4 sandwich.",4 spoon and 4 sandwich,4,spoon,4,sandwich,"four people are sitting around a table eating sandwiches with spoons, each with their own sandwich and spoon."
"In one sentence, Describe a real scene about 5 toothbrush and 5 toaster.",5 toothbrush and 5 toaster,5,toothbrush,5,toaster,"five toothbrushes and five toasters are lined up on a countertop in a bathroom, ready to be used."
"In one sentence, Describe a real scene about 5 truck and 4 teddy bear.",5 truck and 4 teddy bear,5,truck,4,teddy bear,"five trucks were driving around a park, while four teddy bears were sitting in the grass, watching them."
"In one sentence, Describe a real scene about 4 donut and 4 bear.",4 donut and 4 bear,4,donut,4,bear,four donuts and four teddy bears are scattered around a picnic blanket in a park on a sunny day.
"In one sentence, Describe a real scene about 4 horse and 4 cup.",4 horse and 4 cup,4,horse,4,cup,four horses galloping across a grassy field with four cups bouncing in the saddlebags.
"In one sentence, Describe a real scene about 5 stop sign and 5 frisbee.",5 stop sign and 5 frisbee,5,stop sign,5,frisbee,"five people are standing at five different stop signs, each holding a frisbee, ready to throw it in the air."
"In one sentence, Describe a real scene about 4 airplane and 4 skis.",4 airplane and 4 skis,4,airplane,4,skis,"four airplanes and four skiers soar through the sky, their wings and skis cutting through the crisp winter air."
"In one sentence, Describe a real scene about 4 handbag and 4 couch.",4 handbag and 4 couch,4,handbag,4,couch,"four handbags and four couches are arranged in a neat line in a living room, creating a cozy and inviting atmosphere."
"In one sentence, Describe a real scene about 5 snowboard and 4 bench.",5 snowboard and 4 bench,5,snowboard,4,bench,five snowboarders are taking turns practicing tricks on the four benches scattered around the snowy terrain.
"In one sentence, Describe a real scene about 4 truck and 4 elephant.",4 truck and 4 elephant,4,truck,4,elephant,"four trucks and four elephants are crossing a bridge together, with the trucks honking their horns and the elephants trumpeting in response."
"In one sentence, Describe a real scene about 4 boat and 5 microwave.",4 boat and 5 microwave,4,boat,5,microwave,four boats are floating on a lake while five microwaves sit on the shore.
"In one sentence, Describe a real scene about 4 toaster and 4 stop sign.",4 toaster and 4 stop sign,4,toaster,4,stop sign,"four toasters are lined up in a row in front of four stop signs, emitting a warm, toasty smell."
"In one sentence, Describe a real scene about 4 truck and 4 frisbee.",4 truck and 4 frisbee,4,truck,4,frisbee,"four trucks are parked in a field, and four people are throwing frisbees around in the sunshine."
"In one sentence, Describe a real scene about 4 orange and 4 car.",4 orange and 4 car,4,orange,4,car,four orange fruits are sitting on top of four cars in a parking lot.
"In one sentence, Describe a real scene about 5 surfboard and 4 car.",5 surfboard and 4 car,5,surfboard,4,car,"five surfboards are strapped to the roof of a car, while three other cars are parked nearby."
"In one sentence, Describe a real scene about 4 cup and 4 banana.",4 cup and 4 banana,4,cup,4,banana,four cups filled with banana smoothie and four ripe bananas sitting on the counter.
"In one sentence, Describe a real scene about 4 microwave and 5 bowl.",4 microwave and 5 bowl,4,microwave,5,bowl,"four microwaves are lined up on a kitchen counter, each with a different colored bowl inside of it."
"In one sentence, Describe a real scene about 5 cup and 4 carrot.",5 cup and 4 carrot,5,cup,4,carrot,five cups filled with diced carrots sit on the countertop next to four whole carrots.
"In one sentence, Describe a real scene about 4 truck and 4 sandwich.",4 truck and 4 sandwich,4,truck,4,sandwich,four trucks are lined up side by side with four people in each truck enjoying their sandwiches.
"In one sentence, Describe a real scene about 4 motorcycle and 4 scissors.",4 motorcycle and 4 scissors,4,motorcycle,4,scissors,four motorcycles revving their engines in a circle around four pairs of scissors lying on the ground.
"In one sentence, Describe a real scene about 5 tv and 4 dog.",5 tv and 4 dog,5,tv,4,dog,five tvs are playing in the background while four dogs are running around and playing together in the living room.
"In one sentence, Describe a real scene about 4 sandwich and 4 motorcycle.",4 sandwich and 4 motorcycle,4,sandwich,4,motorcycle,four people are sitting around a picnic table eating sandwiches while four motorcycles are parked nearby.
"In one sentence, Describe a real scene about 4 orange and 5 skis.",4 orange and 5 skis,4,orange,5,skis,four orange skis and five skis are lined up side by side on a snowy mountain slope.
"In one sentence, Describe a real scene about 4 cow and 5 spoon.",4 cow and 5 spoon,4,cow,5,spoon,four cows grazing in a pasture with five spoons laying in the grass nearby.
"In one sentence, Describe a real scene about 5 dog and 5 pizza.",5 dog and 5 pizza,5,dog,5,pizza,"five dogs are gathered around a table, eagerly awaiting five pizzas that have just been delivered."
"In one sentence, Describe a real scene about 4 dog and 5 bench.",4 dog and 5 bench,4,dog,5,bench,four dogs are running around a park with five benches scattered throughout.
"In one sentence, Describe a real scene about 4 parking meter and 5 motorcycle.",4 parking meter and 5 motorcycle,4,parking meter,5,motorcycle,there are 4 parking meters and 5 motorcycles parked in a row on the side of a street.
"In one sentence, Describe a real scene about 5 book and 5 bench.",5 book and 5 bench,5,book,5,bench,"five books are sitting on five benches in a park, with people reading and enjoying the sunny day."
"In one sentence, Describe a real scene about 4 sink and 5 mouse.",4 sink and 5 mouse,4,sink,5,mouse,"four sinks are lined up against a wall, each with a mouse perched atop them, curiously exploring their surroundings."
"In one sentence, Describe a real scene about 5 cow and 4 bed.",5 cow and 4 bed,5,cow,4,bed,five cows are lying in four beds in a barn.
"In one sentence, Describe a real scene about 5 bicycle and 4 remote.",5 bicycle and 4 remote,5,bicycle,4,remote,"five bicycles are lined up in a row in a park, with four remote controls nearby, ready for someone to take them for a ride."
"In one sentence, Describe a real scene about 4 bear and 4 microwave.",4 bear and 4 microwave,4,bear,4,microwave,"four bears are standing around four microwaves, eagerly waiting for their food to finish heating up."
"In one sentence, Describe a real scene about 4 skis and 4 cell phone.",4 skis and 4 cell phone,4,skis,4,cell phone,"four skiers are standing in a line, each with their own cell phone in hand."
"In one sentence, Describe a real scene about 4 giraffe and 5 orange.",4 giraffe and 5 orange,4,giraffe,5,orange,"four giraffes are standing around a tree, eating the five oranges that are hanging from its branches."
"In one sentence, Describe a real scene about 4 hair drier and 5 sink.",4 hair drier and 5 sink,4,hair drier,5,sink,four hair dryers are buzzing and five sinks are running with people washing their hands in a busy salon.
"In one sentence, Describe a real scene about 5 sandwich and 5 airplane.",5 sandwich and 5 airplane,5,sandwich,5,airplane,"five sandwiches are being served on a plane to five passengers, who are all looking out the window at the clouds below."
"In one sentence, Describe a real scene about 4 remote and 4 parking meter.",4 remote and 4 parking meter,4,remote,4,parking meter,"four remote workers are standing around four parking meters, discussing their work and paying for parking."
"In one sentence, Describe a real scene about 4 sandwich and 4 bench.",4 sandwich and 4 bench,4,sandwich,4,bench,"four people are sitting on four benches, eating four sandwiches in a park."
"In one sentence, Describe a real scene about 4 skis and 4 oven.",4 skis and 4 oven,4,skis,4,oven,"four skis are propped up against the wall next to four ovens that are emitting a warm, inviting smell."
"In one sentence, Describe a real scene about 4 tennis racket and 5 kite.",4 tennis racket and 5 kite,4,tennis racket,5,kite,"four tennis rackets are strewn across a grassy field, with five colorful kites soaring in the air above them."
"In one sentence, Describe a real scene about 4 cell phone and 5 fire hydrant.",4 cell phone and 5 fire hydrant,4,cell phone,5,fire hydrant,"four people are standing around five fire hydrants, talking and texting on their cell phones."
"In one sentence, Describe a real scene about 5 person and 5 suitcase.",5 person and 5 suitcase,5,person,5,suitcase,"five people are standing in a line at the airport, each with a suitcase in hand, ready to check in for their flight."
"In one sentence, Describe a real scene about 5 donut and 5 bus.",5 donut and 5 bus,5,donut,5,bus,"five donuts and five buses are seen in a busy city street, with people walking around them."
"In one sentence, Describe a real scene about 5 potted plant and 4 bed.",5 potted plant and 4 bed,5,potted plant,4,bed,"there are five potted plants in the corner of the room, and four beds lined up against the wall."
"In one sentence, Describe a real scene about 5 teddy bear and 5 microwave.",5 teddy bear and 5 microwave,5,teddy bear,5,microwave,"five teddy bears are gathered around a kitchen table, each with a microwave in front of them, eagerly awaiting their delicious snack."
